City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
161,Vanimo,PG,2022-07-27 17:06:26,-2.6741,141.3028,77.49,90,64,5.64
162,Byron Bay,AU,2022-07-27 17:06:26,-28.65,153.6167,46.94,68,4,8.7
163,Meulaboh,ID,2022-07-27 17:03:56,4.1363,96.1285,75.85,91,100,6.35
164,Sur,OM,2022-07-27 17:06:27,22.5667,59.5289,82.71,72,12,21.21
165,Langham,CA,2022-07-27 17:06:27,52.3668,-106.9679,69.03,39,2,6.29
166,San Cristobal,VE,2022-07-27 17:06:28,7.7669,-72.225,80.78,61,82,5.39
167,Atbasar,KZ,2022-07-27 17:05:05,51.8,68.3333,70.63,53,39,16.11
168,Bhainsdehi,IN,2022-07-27 17:06:29,21.6467,77.6325,73.06,91,99,3.74
169,Borogontsy,RU,2022-07-27 17:06:29,62.6683,131.1683,66.13,74,34,2.08
170,Troyes,FR,2022-07-27 17:06:29,48.3333,4.0833,78.85,31,0,9.22
171,Kismayo,SO,2022-07-27 17:06:30,-0.3582,42.5454,75.78,78,21,15.75
172,Mangrol,IN,2022-07-27 17:06:30,21.1167,70.1167,81.72,84,38,11.52
173,Sorland,NO,2022-07-27 17:06:31,67.667,12.6934,49.86,78,69,18.03
174,Kavieng,PG,2022-07-27 17:06:31,-2.5744,150.7967,82.11,73,77,16.75
175,Burnie,AU,2022-07-27 17:06:32,-41.0667,145.9167,46.94,70,70,10.33
176,Praya,CV,2022-07-27 17:06:32,14.9215,-23.5087,81.82,76,26,9.44
177,Sabancuy,MX,2022-07-27 17:07:33,18.9667,-91.1833,89.11,55,35,0.94
178,Mozarlandia,BR,2022-07-27 17:07:33,-14.7447,-50.5706,93.63,15,0,5.66
179,Ilhabela,BR,2022-07-27 17:07:34,-23.7781,-45.3581,73.18,72,9,4.45
180,Ahipara,NZ,2022-07-27 17:05:16,-35.1667,173.1667,58.21,90,82,18.01
181,Nikolskoye,RU,2022-07-27 17:07:34,59.7035,30.7861,67.89,86,100,5.14
182,Kalmunai,LK,2022-07-27 17:07:35,7.4167,81.8167,80.42,80,100,4.94
183,Solntsevo,RU,2022-07-27 17:07:35,51.4185,36.7499,77.92,59,42,2.91
184,Lac Du Bonnet,CA,2022-07-27 17:07:36,50.2536,-96.0612,56.17,95,100,14.09
185,Roros,NO,2022-07-27 17:07:36,62.5747,11.3842,49.84,66,75,13.8
186,Lompoc,US,2022-07-27 17:07:37,34.6391,-120.4579,67.93,85,100,6.91
187,Atasu,KZ,2022-07-27 17:07:38,48.6814,71.6433,79.16,30,38,5.39
188,Tessalit,ML,2022-07-27 17:07:38,20.1986,1.0114,107.78,11,19,11.83
189,Aurillac,FR,2022-07-27 17:07:38,44.9167,2.45,77.88,36,0,6.91
190,Alice Springs,AU,2022-07-27 17:05:13,-23.7,133.8833,31.55,59,0,0.0
191,Tabou,CI,2022-07-27 17:07:39,4.423,-7.3528,75.6,82,98,11.41
192,Soyo,AO,2022-07-27 17:07:39,-6.1349,12.3689,71.46,84,51,8.77
193,Caravelas,BR,2022-07-27 17:06:40,-17.7125,-39.2481,76.82,62,36,6.82
194,Merauke,ID,2022-07-27 17:07:40,-8.4667,140.3333,76.21,84,96,16.13
195,Poso,ID,2022-07-27 17:07:40,-1.3959,120.7524,75.7,86,83,4.7
196,Pankrushikha,RU,2022-07-27 17:07:41,53.8319,80.3406,69.44,57,23,4.74
197,Gawler,AU,2022-07-27 17:07:41,-34.6,138.7333,46.17,94,82,3.13
198,Bontang,ID,2022-07-27 17:07:42,0.1333,117.5,78.33,86,98,3.11
199,Alyangula,AU,2022-07-27 17:07:42,-13.8483,136.4192,68.41,90,5,10.69
200,Karratha,AU,2022-07-27 17:07:43,-20.7377,116.8463,69.31,67,13,6.51
201,Doha,QA,2022-07-27 17:07:43,25.2867,51.5333,91.38,70,20,13.8
202,Tasiilaq,GL,2022-07-27 17:03:13,65.6145,-37.6368,46.56,92,98,5.88
203,Chapais,CA,2022-07-27 17:02:46,49.7834,-74.8492,67.1,63,100,4.76
204,Aswan,EG,2022-07-27 17:07:44,24.0934,32.907,98.24,9,16,9.86
205,Tandur,IN,2022-07-27 17:07:44,17.2333,77.5833,78.73,78,100,2.59
206,Caratinga,BR,2022-07-27 17:07:45,-19.7897,-42.1392,78.46,36,47,4.09
207,Saldanha,ZA,2022-07-27 17:07:45,-33.0117,17.9442,56.35,78,0,7.94
208,Fond Du Lac,US,2022-07-27 17:03:37,43.775,-88.4388,79.43,57,75,11.5
209,Nagybajom,HU,2022-07-27 17:07:46,46.3923,17.5115,80.17,28,22,11.72
210,Najran,SA,2022-07-27 17:07:46,17.4924,44.1277,89.42,28,93,6.46
211,Leopoldsburg,BE,2022-07-27 17:07:47,51.1167,5.25,73.74,40,100,4.61
212,Victoria,HK,2022-07-27 17:04:42,22.2855,114.1577,87.33,79,31,8.01
213,Ketchikan,US,2022-07-27 17:07:47,55.3422,-131.6461,68.47,68,0,8.05
214,Palauig,PH,2022-07-27 17:07:48,15.435,119.9045,81.48,81,100,4.0
215,Pisco,PE,2022-07-27 17:04:58,-13.7,-76.2167,64.45,82,20,9.22
216,Hamilton,US,2022-07-27 17:05:18,39.1834,-84.5333,76.6,93,75,5.75
217,Hervey Bay,AU,2022-07-27 17:07:48,-25.2986,152.8535,50.02,65,0,4.0
218,Nicolas Bravo,MX,2022-07-27 17:07:49,18.45,-88.9167,81.14,83,89,5.73
219,Surt,LY,2022-07-27 17:07:49,31.2089,16.5887,84.74,58,0,9.64
220,Progreso,MX,2022-07-27 17:07:50,21.2833,-89.6667,90.1,60,9,10.16
221,Gusev,RU,2022-07-27 17:07:51,54.5922,22.1997,63.9,72,84,3.87
222,Kaspiyskiy,RU,2022-07-27 17:08:51,45.3929,47.3707,75.45,56,100,7.72
223,Chuy,UY,2022-07-27 17:08:51,-33.6971,-53.4616,63.39,84,66,8.03
224,Ugoofaaru,MV,2022-07-27 17:08:52,5.6667,73.0,82.17,76,35,14.97
225,Hokitika,NZ,2022-07-27 17:08:52,-42.7167,170.9667,49.73,89,99,5.97
226,Srednekolymsk,RU,2022-07-27 17:08:53,67.45,153.6833,38.73,79,23,7.11
227,Ipatovo,RU,2022-07-27 17:08:53,45.7181,42.9036,68.81,72,75,8.08
228,Sombrerete,MX,2022-07-27 17:08:54,23.6333,-103.65,71.6,45,61,2.04
229,San Jose,US,2022-07-27 17:05:46,37.3394,-121.895,73.85,66,40,4.61
230,Sao Joao Da Barra,BR,2022-07-27 17:04:30,-21.6403,-41.0511,74.12,66,7,12.12
231,Gimli,CA,2022-07-27 17:07:04,50.6336,-96.9907,55.17,92,99,17.63
232,Tiznit,MA,2022-07-27 17:08:55,29.5833,-9.5,87.31,29,0,9.86
233,Lantawan,PH,2022-07-27 17:08:55,10.6167,123.9833,78.12,85,75,2.26
234,Havelock,US,2022-07-27 17:08:55,34.8791,-76.9013,93.06,75,77,7.0
235,Saint-Philippe,RE,2022-07-27 17:08:56,-21.3585,55.7679,69.39,80,25,7.81
236,Port Blair,IN,2022-07-27 17:08:56,11.6667,92.75,82.11,79,97,5.46
237,Fort Nelson,CA,2022-07-27 17:08:57,58.8053,-122.7002,70.93,53,9,8.32
238,Nampula,MZ,2022-07-27 17:08:57,-15.1165,39.2666,65.08,72,44,7.47
239,Maiduguri,NG,2022-07-27 17:05:08,11.8464,13.1603,77.34,75,100,3.04
240,Bathsheba,BB,2022-07-27 17:08:58,13.2167,-59.5167,88.41,83,40,18.41
241,Wiarton,CA,2022-07-27 17:08:59,44.7407,-81.1332,80.96,60,97,9.6
242,Wajir,KE,2022-07-27 17:08:59,1.7471,40.0573,81.66,42,64,17.92
243,Elizabeth City,US,2022-07-27 17:09:00,36.2946,-76.2511,92.01,68,40,13.8
244,Rabaul,PG,2022-07-27 17:09:00,-4.1967,152.1721,79.16,79,88,8.93
245,Kahului,US,2022-07-27 17:09:01,20.8947,-156.47,78.84,70,20,13.8
246,Sao Filipe,CV,2022-07-27 17:09:01,14.8961,-24.4956,79.63,84,88,1.12
247,Ierapetra,GR,2022-07-27 17:09:01,35.01,25.7353,87.15,36,0,4.0
248,Faya,SA,2022-07-27 17:09:02,18.3851,42.4509,63.12,68,83,8.28
249,Monrovia,LR,2022-07-27 17:09:02,6.3005,-10.7969,74.41,90,100,10.98
250,Comodoro Rivadavia,AR,2022-07-27 17:13:01,-45.8667,-67.5,46.26,61,0,9.22
251,Westport,US,2022-07-27 17:13:02,41.1415,-73.3579,87.44,49,0,8.05
252,Healdsburg,US,2022-07-27 17:10:24,38.6105,-122.8692,91.31,77,75,4.61
253,Changji,CN,2022-07-27 17:13:02,44.0167,87.3167,84.99,26,0,8.95
254,Lasa,IT,2022-07-27 17:13:03,46.6166,10.7002,72.7,77,61,3.04
255,San Rafael,AR,2022-07-27 17:13:03,-34.6177,-68.3301,50.56,65,100,5.35
256,Lluta,PE,2022-07-27 17:13:04,-16.0147,-72.0142,60.89,23,11,10.98
257,Nagato,JP,2022-07-27 17:13:04,34.3833,131.2,79.3,88,57,8.55
258,Piacabucu,BR,2022-07-27 17:13:05,-10.4056,-36.4344,78.62,63,20,8.01
259,Jalu,LY,2022-07-27 17:13:05,29.0331,21.5482,97.65,14,0,11.56
260,Ust-Maya,RU,2022-07-27 17:13:05,60.4167,134.5333,66.47,67,62,2.55
261,Thai Binh,VN,2022-07-27 17:13:06,20.45,106.3333,81.46,79,1,6.24
262,Egvekinot,RU,2022-07-27 17:13:07,66.3167,-179.1667,37.04,76,97,7.18
263,Atar,MR,2022-07-27 17:13:07,20.5169,-13.0499,111.54,9,1,20.31
264,Antigonish,CA,2022-07-27 17:13:08,45.6169,-61.9986,82.15,53,5,7.0
265,Sumenep,ID,2022-07-27 17:13:08,-7.0167,113.8667,79.59,77,59,11.48
266,Morristown,US,2022-07-27 17:11:56,36.214,-83.2949,86.95,72,20,13.8
267,Maniitsoq,GL,2022-07-27 17:14:09,65.4167,-52.9,43.43,87,40,13.82
268,Zhaotong,CN,2022-07-27 17:14:10,27.3167,103.7167,62.91,90,98,0.78
269,Narsaq,GL,2022-07-27 17:14:10,60.9167,-46.05,57.42,77,25,8.41
270,Ankang,CN,2022-07-27 17:14:10,32.68,109.0172,74.41,91,82,0.54
271,Margate,GB,2022-07-27 17:14:11,51.3813,1.3862,66.11,64,99,4.0
272,Grand-Lahou,CI,2022-07-27 17:14:11,5.1367,-5.0242,77.45,83,81,14.12
273,Novyy Urgal,RU,2022-07-27 17:14:12,51.0736,132.5642,64.18,94,97,1.16
274,Luau,AO,2022-07-27 17:14:12,-10.7073,22.2247,71.92,24,80,2.91
275,Palmer,US,2022-07-27 17:14:13,42.1584,-72.3287,84.42,47,75,6.91
276,Saposoa,PE,2022-07-27 17:14:13,-6.934,-76.7716,85.01,51,9,3.44
277,Berea,US,2022-07-27 17:14:14,41.3662,-81.8543,76.08,89,100,8.05
278,Okha,RU,2022-07-27 17:14:14,53.5739,142.9478,52.36,93,26,7.76
279,Adamovka,RU,2022-07-27 17:14:15,51.5223,59.9396,65.1,79,61,11.41
280,Reconquista,AR,2022-07-27 17:14:15,-29.15,-59.65,86.79,37,92,13.13
281,Waw,SS,2022-07-27 17:14:16,7.7029,27.9953,72.91,79,95,4.76
282,Daru,PG,2022-07-27 17:14:16,-9.0763,143.2092,76.37,90,97,17.31
283,Saint Anthony,US,2022-07-27 17:14:17,45.0205,-93.218,80.15,54,0,14.97
284,Ziro,IN,2022-07-27 17:14:17,27.6333,93.8333,59.41,99,80,0.43
285,Upernavik,GL,2022-07-27 17:10:29,72.7868,-56.1549,39.49,81,100,1.95
286,Salalah,OM,2022-07-27 17:11:21,17.0151,54.0924,77.09,94,100,6.91
287,Olafsvik,IS,2022-07-27 17:14:18,64.8945,-23.7142,51.93,88,100,14.25
288,Zinder,NE,2022-07-27 17:13:17,13.8072,8.9881,94.28,36,100,8.01
289,Ribeira Grande,PT,2022-07-27 17:14:19,38.5167,-28.7,79.2,83,75,20.71
290,Brainerd,US,2022-07-27 17:14:19,46.358,-94.2008,75.45,49,0,10.36
291,Kortkeros,RU,2022-07-27 17:14:20,61.8106,51.5806,64.4,61,6,3.94
292,Bilibino,RU,2022-07-27 17:14:20,68.0546,166.4372,39.18,76,94,3.27
293,Strathroy,CA,2022-07-27 17:11:51,42.9551,-81.6223,80.49,54,81,11.43
294,Fortuna,US,2022-07-27 17:14:21,40.5982,-124.1573,63.93,82,34,1.01
295,Guanica,PR,2022-07-27 17:14:21,17.9716,-66.908,88.05,77,4,14.72
296,Vila Franca Do Campo,PT,2022-07-27 17:14:22,37.7167,-25.4333,77.41,64,83,7.4
